item Objekt,itemLabel,P1031 Jurdiskt utskott,P7277 utskottLabel,Sveriges Riksdags dokument P8433 Protokoll som är källa,,
http://www.wikidata.org/entity/Q98027708,Översyn av lagen mot skatteflykt,Mot. 1984/85:830,Skatteutskottet,G80967,,
http://www.wikidata.org/entity/Q98027720,Kvarskatteavgiften,Mot. 1984/85:831,Skatteutskottet,G80967,,
http://www.wikidata.org/entity/Q98027743,Beskattningsreglerna för fosterföräldrar och fosterbarn,Mot. 1984/85:832,Skatteutskottet,G80967,,
http://www.wikidata.org/entity/Q98027761,En ny lokal kriminalvårdsanstalt i Hudiksvall,Mot. 1984/85:833,Justitieutskottet,G80967,,
http://www.wikidata.org/entity/Q98027771,Konsumentpolitiskt stöd till hemkonsulenter,Mot. 1984/85:834,Lagutskottet,G80967,,
http://www.wikidata.org/entity/Q98027778,Barns rättegångskostnader vid tvist om underhållsbidrag,Mot. 1984/85:835,Lagutskottet,G80967,,
http://www.wikidata.org/entity/Q98027802,Avdraget på underhåll vid underhållsskyldigs umgänge med barn,Mot. 1984/85:836,Lagutskottet,G80967,,
http://www.wikidata.org/entity/Q98027811,Hemkonsulentverksamheten,Mot. 1984/85:837,Lagutskottet,G80967,,
http://www.wikidata.org/entity/Q98027824,Försäkringstagares skyldigheter och rättigheter,Mot. 1984/85:838,Lagutskottet,G80967,,
http://www.wikidata.org/entity/Q98027837,En enhetlig myndighetsålder,Mot. 1984/85:839,Lagutskottet,G80967,,
http://www.wikidata.org/entity/Q98027840,Förköpsrätt för arrendatorer,Mot. 1984/85:840,Lagutskottet,G80967,,
http://www.wikidata.org/entity/Q98027852,Översyn av patentlagens bestämmelser om biologiska uppfinningar,Mot. 1984/85:841,Lagutskottet,G80967,,
http://www.wikidata.org/entity/Q98027859,Sydafrikas medlemskap i GATT,Mot. 1984/85:842,Utrikesutskottet,G80967,,
http://www.wikidata.org/entity/Q98027870,Vapenexporten till Indonesien,Mot. 1984/85:843,Utrikesutskottet,G80967,,
http://www.wikidata.org/entity/Q98027879,Biståndet till Angola,Mot. 1984/85:844,Utrikesutskottet,G80967,,
http://www.wikidata.org/entity/Q98027883,Internationellt stöd till hotande naturmiljöer,Mot. 1984/85:845,Utrikesutskottet,G80967,,
http://www.wikidata.org/entity/Q98027895,Läroplan för värnpliktsutbildningen,Mot. 1984/85:846,Försvarsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027905,Upprustning av Rommehedslägret,Mot. 1984/85:847,Försvarsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027910,Lägre sjukförsäkringsavgifter för småföretagare,Mot. 1984/85:848,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027916,Maximigränsen för kompensation vid inkomstbortfall på grund av,Mot. 1984/85:849,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027931,Högre sjukpenning för hemmafruar m. fl.,Mot. 1984/85:850,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027933,Översyn av sjukförsäkringssystemet för universitetsstuderande m. fl.,Mot. 1984/85:851,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027967,Återställande av pensionsnivån i delpensionsförsäkringen,Mot. 1984/85:852,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027976,Sjukpenningen till deltidsarbetande och säsongarbetande,Mot. 1984/85:853,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027978,Kostnadsfria tandproteser,Mot. 1984/85:854,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98027989,Ersättningen vid delpension,Mot. 1984/85:855,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028000,Förmögenhetsprövningen i vissa fall för erhållande av studiemedel,Mot. 1984/85:856,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028008,Ändring i lagen om förlängt bidragsförskott för studerande,Mot. 1984/85:857,Socialutskottet,G80967,,
http://www.wikidata.org/entity/Q98028016,Lokal skolutveckling inom särskolan,Mot. 1984/85:858,Socialutskottet,G80967,,
http://www.wikidata.org/entity/Q98028027,Specialistkompetensen inom primärvården,Mot. 1984/85:859,Socialutskottet,G80967,,
http://www.wikidata.org/entity/Q98028037,En offensiv hälsopolitik,Mot. 1984/85:860,Socialutskottet,G80967,,
http://www.wikidata.org/entity/Q98028040,"Kartläggning av de cp-skadades situation, m. m.",Mot. 1984/85:861,Socialutskottet,G80967,,
http://www.wikidata.org/entity/Q98028048,Legitimering av Doetors of Chiropractic,Mot. 1984/85:862,Socialutskottet,G80967,,
http://www.wikidata.org/entity/Q98028056,Den psykiatriska vården,Mot. 1984/85:863,Socialutskottet,G80967,,
http://www.wikidata.org/entity/Q98028063,Utbyggnad av Moderna museet,Mot. 1984/85:864,Kulturutskottet,G80967,,
http://www.wikidata.org/entity/Q98028078,Bidrag till radioorganisationer,Mot. 1984/85:865,Kulturutskottet,G80967,,
http://www.wikidata.org/entity/Q98028081,Statsbidragen till studentförbunden,Mot. 1984/85:866,Kulturutskottet,G80967,,
http://www.wikidata.org/entity/Q98028094,Fortbildningen av lärare,Mot. 1984/85:867,Utbildningsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028105,Fastighetsförvaltarutbildningen,Mot. 1984/85:868,Utbildningsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028112,Verksamheten vid Umeå universitet,Mot. 1984/85:869,Utbildningsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028120,Inrättande av en cirkusskola,Mot. 1984/85:870,Utbildningsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028129,Förstärkning av resurserna vid institutionen för miljö- och hälsoskydd,Mot. 1984/85:871,Utbildningsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028134,Upprustning av vägnätet i Kalmar län,Mot. 1984/85:872,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028142,En bro över Dalälven vid Hovnäs,Mot. 1984/85:873,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028153,Översyn av gällande bestämmelser för s. k. A-traktor,Mot. 1984/85:874,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028162,Turisttrafik på järnvägssträckan Växjö-Hultsfred-Västervik,Mot. 1984/85:875,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028166,Nybyggnad av riksväg 27 vid Värnamo,Mot. 1984/85:876,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028178,Återvinning av asfalt,Mot. 1984/85:877,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028183,Inlandsbanan,Mot. 1984/85:878,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028187,Miljö och energi,Mot. 1984/85:879,Jordbruksutskottet,G80967,,
http://www.wikidata.org/entity/Q98028198,Jordbrukets betydelse för norra Älvsborgs län,Mot. 1984/85:880,Jordbruksutskottet,G80967,,
http://www.wikidata.org/entity/Q98028205,Utveckling av vattenbruket vid sydostkusten och på Öland,Mot. 1984/85:881,Jordbruksutskottet,G80967,,
http://www.wikidata.org/entity/Q98028209,Blekinge sorn försökslän för miljöskydd,Mot. 1984/85:882,Jordbruksutskottet,G80967,,
http://www.wikidata.org/entity/Q98028216,En analys av dioxinriskerna,Mot. 1984/85:883,Jordbruksutskottet,G80967,,
http://www.wikidata.org/entity/Q98028223,Ändring i lagen om kemisk lövslybekämpning,Mot. 1984/85:884,Jordbruksutskottet,G80967,,
http://www.wikidata.org/entity/Q98028228,"Havsforskningslaboratoriet i Lysekil, m. m.",Mot. 1984/85:885,Jordbruksutskottet,G80967,,
http://www.wikidata.org/entity/Q98028239,Kollektiva hemförsäkringar,Mot. 1984/85:886,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028244,Börsintroduktion av LKAB,Mot. 1984/85:887,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028250,Ett energiföretag i Norrbottens län,Mot. 1984/85:888,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028259,Teknikspridning till små och medelstora företag i Norrbotten,Mot. 1984/85:889,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028265,Ökat medelstillskott till Norrlandsfonden,Mot. 1984/85:890,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028274,Kärnkraftsreaktorn Ringhals,Mot. 1984/85:891,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028282,Ändringar i kreditupplysningslagen,Mot. 1984/85:892,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028290,Energiskogsodling,Mot. 1984/85:893,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028297,Ökad sysselsättning inom sågverksindustrin,Mot. 1984/85:894,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028303,"Tillämpningen av modern informationsteknologi, m. m.",Mot. 1984/85:895,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028306,Mot- 1984/85,Mot. 1984/85:896,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028314,"Traktortillverkningen, m. m.",Mot. 1984/85:897,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028325,Vidgat integritetsskydd,Mot. 1984/85:898,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028328,Lägre eltariffer i de fem nordligaste länen,Mot. 1984/85:899,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028334,Arbetsmarknadspolitiken,Mot. 1984/85:900,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028352,Ändrade regler för rätt till ersättning från arbetslöshetskassa,Mot. 1984/85:901,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028358,Utlokalisering av statlig verksamhet till Kalmar län,Mot. 1984/85:902,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028385,Tillgodoräknande av anställning i annat nordiskt land för erhållande,Mot. 1984/85:903,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028417,Arbetsvillkoren för deltidsarbetande,Mot. 1984/85:904,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028424,Sammanhängande ledighet vid sparad semester,Mot. 1984/85:905,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028456,Regionalpolitiska insatser i inre Småland och södra Östergötland,Mot. 1984/85:906,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028464,Elevsociala insatser inom arbetsmarknadsutbildningen,Mot. 1984/85:907,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028479,Verkningarna av regionalpolitisk stöd till bilglastillverkningen,Mot. 1984/85:908,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028489,Ändringar i byggnadsstadgan,Mot. 1984/85:909,Bostadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028500,Ändring i bostadsfinansieringsförordningen,Mot. 1984/85:910,Bostadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028511,Ökad forskning om fastigheters drift och underhåll,Mot. 1984/85:911,Bostadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028523,Bostadslångivningen till renskötande samefamiljer,Mot. 1984/85:912,Bostadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028531,Förmedlingen av bostäder,Mot. 1984/85:913,Bostadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028536,Villkoren för sändningar i etermedia,Mot. 1984/85:914,Konstitutionsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028545,Sparkraven på Sveriges Radio,Mot. 1984/85:915,Kulturutskottet,G80967,,
http://www.wikidata.org/entity/Q98028561,Järnvägssträckan Repbäcken - Malung m. m.,Mot. 1984/85:916,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028567,Upprustning av vissa järnvägssträckor i Dalarna och Värmland,Mot. 1984/85:917,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028580,"Äldrestödet, m. m.",Mot. 1984/85:918,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028585,"Den statliga upphandlingen, m. m.",Mot. 1984/85:919,Finansutskottet,G80967,,
http://www.wikidata.org/entity/Q98028600,Småföretagares arbetsgivaravgifter,Mot. 1984/85:920,Socialförsäkringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028612,"En lokalradiostation i Sjuhäradsbygden, m. m.",Mot. 1984/85:921,Kulturutskottet,G80967,,
http://www.wikidata.org/entity/Q98028617,"Ett särskilt stöd till små skolor, m. m.",Mot. 1984/85:922,Utbildningsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028634,Med hänvisning till vad som anförts i motion 1984/85:918 hemställer vi,Mot. 1984/85:923,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028643,Bevarande av odlad mark,Mot. 1984/85:924,Jordbruksutskottet,G80967,,
http://www.wikidata.org/entity/Q98028654,Kulturpolitiken,Mot. 1984/85:925,Kulturutskottet,G80967,,
http://www.wikidata.org/entity/Q98028657,Ökat anslag till Danshögskolan,Mot. 1984/85:926,Utbildningsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028667,Sjöfartspolitiken,Mot. 1984/85:927,Trafikutskottet,G80967,,
http://www.wikidata.org/entity/Q98028682,Utveckling av verksamheten vid det statliga rederiet Zenit,Mot. 1984/85:928,Näringsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028692,Basprogram för arbetsmarknadspolitiska åtgärder i vissa län,Mot. 1984/85:929,Arbetsmarknadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028698,Återinförande av vinterbidraget inom byggbranschen,Mot. 1984/85:930,Bostadsutskottet,G80967,,
http://www.wikidata.org/entity/Q98028710,Grundiagsskyddad rösträtt för utlandssvenskar,Mot. 1984/85:931,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028721,"Information om riksdagens beredskapsåtgärder, m. m.",Mot. 1984/85:932,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028722,Behandlingen av motioner i riksdagen,Mot. 1984/85:933,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028731,Motionsrätten i riksdagen,Mot. 1984/85:934,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028744,Precisering i regeringsformen av riksdagens uppgifter,Mot. 1984/85:935,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028749,"Föreskrifter i grundlag om medborgarskapets innebörd, m. m.",Mot. 1984/85:936,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028760,Rätten att disponera riksdagsmandat,Mot. 1984/85:937,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028767,Ökat antal kyrkomötesombud från Visby stift,Mot. 1984/85:938,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028773,Översyn av vissa grundlagsregler rörande skatte- och avgiftsfrågor,Mot. 1984/85:939,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028783,Översyn av riksdagens kontrollmakt,Mot. 1984/85:940,Konstitutionsutskottet,G80968,,
http://www.wikidata.org/entity/Q98028785,Statsbidragen till kommunerna,Mot. 1984/85:941,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028790,Vinstdelningsbolag,Mot. 1984/85:942,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028798,Ett alternativt mått på produktionen i samhället,Mot. 1984/85:943,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028800,Förbättring av arbetsmarknadsstatistiken,Mot. 1984/85:944,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028808,Förtydligande av sysselsättningsstatistiken,Mot. 1984/85:945,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028810,Fördelning av vinsterna på vattenkraftsanläggningar,Mot. 1984/85:946,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028818,Avveckling av statens fastighetsinnehav i vissa fall,Mot. 1984/85:947,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028822,Undantag från nolldirektiven för utredningar på handikappområdet,Mot. 1984/85:948,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028827,Data- och elektronikutvecklingen,Mot. 1984/85:949,Finansutskottet,G80968,,
http://www.wikidata.org/entity/Q98028833,Systembolagets försäljning av kvalitetsviner,Mot. 1984/85:950,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028838,Ändrade skatteregler vid omvandling av hyresrätt till bostadsrätt,Mot. 1984/85:951,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028847,Beskattningen av inkomst vid uthyrning av fritidshus,Mot. 1984/85:952,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028852,Skattereduktion för diabetikers samt mag- och tarmsjukas merkostnader,Mot. 1984/85:953,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028859,Ökad rörlighet på arbetsmarknaden,Mot. 1984/85:954,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028863,Taxeringen av jordbruksfastigheter,Mot. 1984/85:955,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028868,Slopande av skatt och avgift på bisocker,Mot. 1984/85:956,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028873,Snabbvinsatser,Mot. 1984/85:957,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028879,"Beräkningen av extra avdrag för pensionär med skattefri livränta,",Mot. 1984/85:958,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028884,Samordning mellan Sverige och Norge av socialförsäkringsavgifter,Mot. 1984/85:959,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028895,"Förenkling av skattskyldigs mellanhavanden med taxeringsmyndigheter,",Mot. 1984/85:960,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028896,Alkoholfria drycker,Mot. 1984/85:961,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028904,En rättvisare inkomstbeskattning,Mot. 1984/85:962,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028909,Principerna för taxering av småhus,Mot. 1984/85:963,Skatteutskottet,G80968,,
http://www.wikidata.org/entity/Q98028920,Nytt polishus i Vetlanda,Mot. 1984/85:964,Justitieutskottet,G80968,,
http://www.wikidata.org/entity/Q98028924,Ökad intagning till polisutbildning,Mot. 1984/85:965,Justitieutskottet,G80968,,
http://www.wikidata.org/entity/Q98028930,Nämndemans juridiska ansvar m. m.,Mot. 1984/85:966,Justitieutskottet,G80968,,
http://www.wikidata.org/entity/Q98028936,Ändrade regler för huvudförhandling i hovrätt,Mot. 1984/85:967,Justitieutskottet,G80968,,
http://www.wikidata.org/entity/Q98028945,Ändrade regler om nämndemän i tingsrätt och länsrätt,Mot. 1984/85:968,Justitieutskottet,G80968,,
http://www.wikidata.org/entity/Q98028951,Pensionärs skyldighet att betala underhåll till frånskild make,Mot. 1984/85:969,Lagutskottet,G80968,,
http://www.wikidata.org/entity/Q98028952,Prisinformationen i dagligvaruhandeln,Mot. 1984/85:970,Lagutskottet,G80968,,
http://www.wikidata.org/entity/Q98028964,Ökat konsumentskydd vid förvärv av fastighet m. m.,Mot. 1984/85:971,Lagutskottet,G80968,,
http://www.wikidata.org/entity/Q98028968,Viss ändring i föräldrabalken,Mot. 1984/85:972,Lagutskottet,G80968,,
http://www.wikidata.org/entity/Q98028973,Ökat bundet u-landsbistånd,Mot. 1984/85:973,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98028976,Översyn av den utrikespolitiska forskningen,Mot. 1984/85:974,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98028986,Fusionsforskningen,Mot. 1984/85:975,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98028991,"Avbrytande av de ekonomiska förbindelserna med Iran, m. m.",Mot. 1984/85:976,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98028996,Ändrad inriktning av u-iandsbiståndet,Mot. 1984/85:977,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98028999,Sveriges medlemskap i IDB,Mot. 1984/85:978,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98029002,Krigsmaterielexporten,Mot. 1984/85:979,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98029010,Miljöförstöringen i tredje världen,Mot. 1984/85:980,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98029012,Anstånd med militärtjänstgöring för ensamstående fäder,Mot. 1984/85:981,Försvarsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029020,Värnpliktiga som blodgivare,Mot. 1984/85:982,Försvarsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029024,Åtgärder för att minska flygföraravgången inom försvaret,Mot. 1984/85:983,Försvarsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029032,Säkerhets- och försvarspolitiken,Mot. 1984/85:984,Försvarsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029037,De svenska balternas dubbla medborgarskap,Mot. 1984/85:985,Utrikesutskottet,G80968,,
http://www.wikidata.org/entity/Q98029040,"Ett ""efterlönesystern""",Mot. 1984/85:986,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029045,Beräkningen av sjukpenning till egenföretagare,Mot. 1984/85:987,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029049,Ekonomisk ersättning för deltagande i vissa rehabiliteringskurser,Mot. 1984/85:988,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029058,Samordnad tolktjänst,Mot. 1984/85:989,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029062,Decentralisering inom riksförsäkringsverkets verksamhetsområde,Mot. 1984/85:990,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029068,De sociala egenavgifterna,Mot. 1984/85:991,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029069,Värdepapperscentralens uppgiftsskyldighet enligt lagen om allmän,Mot. 1984/85:992,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029077,Försäkringsbolags och bankers uppgiftsskyldighet enligt lagen om,Mot. 1984/85:993,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029080,De högskolestuderandes ekonomiska situation,Mot. 1984/85:994,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029085,Rabattering av p-piller i vissa fall,Mot. 1984/85:995,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029092,Bidrag till inköp av bil för icke förvärvsarbetande handikappad,Mot. 1984/85:996,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029096,Förbättringar inom studiemedelssystemet,Mot. 1984/85:997,Socialförsäkringsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029101,"En ansvarsnämnd inom socialvården, m. m.",Mot. 1984/85:998,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029105,Förbättrad texttelefontjänst för hörselskadade,Mot. 1984/85:999,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029109,"Den kliniska prövningen av läkemedel, m. m.",Mot. 1984/85:1000,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029115,Lokal utveckling inom särskolan,Mot. 1984/85:1001,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029122,Den statliga styrningen av bidragen till äldreomsorgen,Mot. 1984/85:1002,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029127,Kostnaderna för adoptivföräldrar vid internationella adoptioner,Mot. 1984/85:1003,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029130,Laglig rätt till effektiv smärtlindring vid förlossning,Mot. 1984/85:1004,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029134,Ett enhetligt system för rapportering rörande arbetsmiljöfrågor,Mot. 1984/85:1005,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029145,Ett aktionsprogram mot allergier,Mot. 1984/85:1006,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029147,Bosättningslån för allergisanering,Mot. 1984/85:1007,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029153,Kostnaderna för adoptivföräldrar vid internationella adoptioner,Mot. 1984/85:1008,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029156,Särskilda åtgärder för att underlätta och förbättra medicineringen för,Mot. 1984/85:1009,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029166,Patients rätt att påkalla ändring i sjukvårdsjournal,Mot. 1984/85:1010,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029169,Ett samlat program på sexualpolitikens område,Mot. 1984/85:1011,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029175,Ökat stöd till familjedaghem,Mot. 1984/85:1012,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029180,Alternativ barnomsorg,Mot. 1984/85:1013,Socialutskottet,G80968,,
http://www.wikidata.org/entity/Q98029185,Kulturminnesvården,Mot. 1984/85:1014,Kulturutskottet,G80968,,
http://www.wikidata.org/entity/Q98029193,Ökat stöd till kulturtidskrifter,Mot. 1984/85:1015,Kulturutskottet,G80968,,
http://www.wikidata.org/entity/Q98029196,Statens ungdomsråds verksamhet,Mot. 1984/85:1016,Kulturutskottet,G80968,,
http://www.wikidata.org/entity/Q98029202,Den regionala televisionen i Södermanlands län,Mot. 1984/85:1017,Kulturutskottet,G80968,,
http://www.wikidata.org/entity/Q98029207,"Lagstiftningen om lotterier, m. m.",Mot. 1984/85:1018,Kulturutskottet,G80968,,
http://www.wikidata.org/entity/Q98029210,"En kartläggning av gamla landsvägar, m. m.",Mot. 1984/85:1019,Kulturutskottet,G80968,,
http://www.wikidata.org/entity/Q98029220,TUR-teatern i Värmland,Mot. 1984/85:1020,Kulturutskottet,G80968,,
http://www.wikidata.org/entity/Q98029225,Omklassificering av civilingenjörs- och arkitektutbildningen,Mot. 1984/85:1021,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029229,En datavetenskaplig linje vid Stockholms universitet,Mot. 1984/85:1022,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029236,Bättre skolmåltider,Mot. 1984/85:1023,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029237,Utbildningen av vårdpersonal inom omsorgerna om psykiskt utvecklingsstörda,Mot. 1984/85:1024,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029245,Livsåskådningsfrågor i förskollärarlinjens utbildningsplan,Mot. 1984/85:1025,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029249,Gerontologi i psykologutbildningen,Mot. 1984/85:1026,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029257,Fastighetsförvaltarutbildningen,Mot. 1984/85:1027,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029260,Yrkesteknisk högskoleutbildning för anställda på kontor,Mot. 1984/85:1028,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029267,Fastighetsförvaltarutbildningen,Mot. 1984/85:1029,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029270,Förskollärar- och fritidspedagogutbildningen i Borås,Mot. 1984/85:1030,Utbildningsutskottet,G80968,,
http://www.wikidata.org/entity/Q98029277,Fastighetsförvaltarutbildningen,Mot. 1984/85:1031,Utbildningsutskottet,G80968,,
